,id,imdbid,title,rating,year
4555,132,0327247,"Whole Ten Yards, The",1,2004
4556,133,0338013,Eternal Sunshine of the Spotless Mind,2,2004
4557,156,0362269,Kinsey,3,2004
4558,162,0298148,Shrek 2,3,2004
4559,199,0377092,Mean Girls,3,2004
4560,213,0366551,Harold and Kumar Go to White Castle,3,2004
4561,258,0347149,Hauru no ugoku shiro (Howl's Moving Castle),3,2004
4562,281,0318627,Resident Evil: Apocalypse,3,2004
4563,342,0360201,Wimbledon,3,2004
4564,349,0380366,Ae Fond Kiss...,2,2004
4565,352,0357413,Anchorman: The Legend of Ron Burgundy,3,2004
4566,472,0377062,Flight of the Phoenix,0,2004
4567,475,0349903,Ocean's Twelve,2,2004
4568,509,0378194,Kill Bill: Vol. 2,3,2004
4569,551,0367631,D.E.B.S.,3,2004
4570,565,0338139,Iron Jawed Angels,3,2004
4571,638,0332375,Saved!,3,2004
4572,682,0346156,Sky Captain and the World of Tomorrow,3,2004
4573,746,0371246,Spanglish,3,2004
4574,750,0365125,A Dirty Shame,3,2004
4575,759,0279967,Mulan II,3,2004
4576,763,0334965,Bring It on Again,3,2004
4577,781,0332280,"Notebook, The",3,2004
4578,785,0416220,Shimotsuma monogatari (Kamikaze Girls),3,2004
4579,807,0387564,Saw,2,2004
4580,853,0327679,Ella Enchanted,3,2004
4581,868,0414852,Banlieue 13,0,2004
4582,916,0356721,I Heart Huckabees,3,2004
4583,4328,0371835,Ghost Cat,3,2004
4584,933,0388789,Born Into Brothels: Calcutta&#39;s Red Light Kids,3,2004
4585,953,0377713,Cube Zero,3,2004
4586,956,0332452,Troy,1,2004
4587,957,0338526,Van Helsing,3,2004
4588,966,0377084,Ladies in Lavender,3,2004
4589,1001,0365748,Shaun of the Dead,3,2004
4590,1021,0368933,"Princess Diaries 2: Royal Engagement, The",3,2004
4591,1027,0327554,Catwoman,3,2004
4592,1060,0371823,"Mickey, Donald, Goofy: The Three Musketeers",2,2004
4593,1348,0365135,Double Dare,3,2004
4594,1420,0390384,Primer,1,2004
4595,1565,0417349,North and South,3,2004
4596,1205,0343660,50 First Dates,2,2004
4597,1220,0378793,Speak,3,2004
4598,1221,0367462,Say Yes Quickly,3,2004
4599,1131,0327162,"Stepford Wives, The",3,2004
4600,1148,0405159,Million Dollar Baby,3,2004
4601,1592,0327437,Around the World in 80 Days,1,2004
4602,1096,0385267,In Good Company,1,2004
4603,1461,0375233,Innocence,3,2004
4604,1539,0296572,"Chronicles of Riddick, The",2,2004
4605,1498,0381668,Tropical Malady,0,2004
4606,1597,0349825,Miracle,1,2004
4607,1084,0406649,A Christmas Carol: The Musical,1,2004
4608,1670,0344510,A Very Long Engagement,3,2004
4609,1731,0316654,Spider-Man 2,1,2004
4610,1740,0356470,A Cinderella Story,3,2004
4611,1748,0363163,Der Untergang (Downfall),3,2004
4612,1763,0401233,Appleseed,3,2004
4613,1798,0388311,Or,3,2004
4614,1871,0308644,Finding Neverland,3,2004
4615,1890,0386820,Terkel i knibe,1,2004
4616,2032,0376541,Closer,3,2004
4617,2035,0362227,"Terminal, The",1,2004
4618,2041,0382189,My Summer of Love,3,2004
4619,2047,0339291,Lemony Snicket&#39;s A Series of Unfortunate Events,3,2004
4620,2080,0314063,Immortal (Ad Vitam),3,2004
4621,2240,0370263,AVP: Alien vs. Predator,3,2004
4622,2249,0375063,Sideways,3,2004
4623,2266,0333766,Garden State,3,2004
4624,2323,0374900,Napoleon Dynamite,1,2004
4625,2333,0304141,Harry Potter and the Prisoner of  Azkaban,3,2004
4626,2386,0372588,Team America: World Police,2,2004
4627,2441,0379306,A Good Woman,3,2004
4628,2448,0293508,"Phantom of the Opera, The",2,2004
4629,2452,0407851,Hana and Alice,3,2004
4630,2501,0359423,A Home at the End of The World,3,2004
4631,2503,0362004,Palindromes,1,2004
4632,2514,0407246,Duck Season,1,2004
4633,2544,0369339,Collateral,1,2004
4634,2608,0384504,Saving Face,3,2004
4635,2612,0383694,Vera Drake,3,2004
4636,2768,0420251,Three... Extremes,3,2004
4637,2817,0370986,Mysterious Skin,1,2004
4638,2871,0347048,Head-On,3,2004
4639,2921,0337921,Cellular,3,2004
4640,2946,0364343,"Final Cut, The",2,2004
4641,2995,0396184,With Blood on My Hands: Pusher II,3,2004
4642,3040,0360845,Notre musique,1,2004
4643,3130,0350258,Ray,3,2004
4644,3153,0363547,Dawn of the Dead,3,2004
4645,3198,0363282,New York Minute,3,2004
4646,3234,0212712,2046,3,2004
4647,3261,0338751,"Aviator, The",1,2004
4648,3311,0390221,Maria Full of Grace,3,2004
4649,3314,0369672,A Love Song for Bobby Long,3,2004
4650,3423,0221637,"Third Society, The",1,2004
4651,3450,0331632,Scooby Doo 2: Monsters Unleashed,3,2004
4652,3454,0350028,Raising Helen,3,2004
4653,3554,0373074,Kung Fu Hustle,0,2004
4654,3557,0423866,3-Iron,1,2004
4655,3565,0390205,"Spirit of Jeet Kune Do, The",1,2004
4656,3609,0375679,Crash,3,2004
4657,3642,0391198,"Grudge, The",3,2004
4658,3656,0337563,13 Going on 30,3,2004
4659,3705,0378661,They Came Back,3,2004
4660,3772,0381348,"Place Promised in Our Early Days, The",1,2004
4661,3833,0338479,Tales From The Crapper,3,2004
4662,3971,0338348,"Polar Express, The",1,2004
4663,4011,0375912,Layer Cake,1,2004
4664,4059,0345074,Connie and Carla,3,2004
4665,4083,0339072,Gladiatress,3,2004
4666,4249,0403358,Nochnoy dozor (Night Watch),1,2004
4667,4292,0353489,Ginger Snaps 2: Unleashed,3,2004
4668,4298,0381707,White Chicks,3,2004
4669,4338,0167190,Hellboy,1,2004
4670,4368,0415819,He Was Cool (Geunomeun meoshiteotda),3,2004
4671,4389,0414923,Crimes of Fashion,3,2004
4672,4408,0362270,"Life Aquatic with Steve Zissou, The",2,2004
4673,4438,0299172,Home on the Range,3,2004
4674,4453,1469259,Bratz the Video: Starrin&#39; &amp; Stylin&#39;,3,2004
4675,4486,0316732,Taxi,3,2004
4676,4524,0349416,Eulogy,3,2004
4677,4525,0363988,Secret Window,1,2004
4678,6150,0361696,Raise Your Voice,3,2004
4679,4565,0439491,Caribe,3,2004
4680,4571,0361411,Bride and Prejudice,3,2004
4681,4587,0435224,Nemmeno il destino,1,2004
4682,4630,0399412,Nina,3,2004
4683,4726,0367000,House of Voices (Saint Ange),3,2004
4684,4696,0381966,Creep,3,2004
4685,4828,0300270,"Holy Girl, The",3,2004
4686,4842,0368447,"Village, The",3,2004
4687,4928,0317198,Bridget Jones: The Edge of Reason,3,2004
4688,4979,0307453,Shark Tale,1,2004
4689,5038,0439623,In Search of Santa,3,2004
4690,5047,0409842,Corpses,3,2004
4691,5117,0381681,Before Sunset,0,2004
4692,5201,0364725,Dodgeball: A True Underdog Story,3,2004
4693,5210,0290002,Meet the Fockers,3,2004
4694,5336,0368891,National Treasure,2,2004
4695,5392,0382761,Jennifer&#39;s Shadow,3,2004
4696,5401,0412915,"Librarian: Quest for the Spear, The",3,2004
4697,5550,0367479,After the Sunset,3,2004
4698,6149,0364045,Taking Lives,2,2004
4699,5573,0377752,Dear Frankie,3,2004
4700,5609,0300051,Jersey Girl,2,2004
4701,5629,0387658,Bionicle 2: Legends of Metru Nui,0,2004
4702,5659,0361862,"Machinist, The",1,2004
4703,5673,0314498,"Perfect Score, The",3,2004
4704,5824,0384533,She Hate Me,2,2004
4705,5877,0340012,Being Julia,3,2004
4706,5920,0346491,Alexander,1,2004
4707,5952,0440803,Shutter,1,2004
4708,5968,0388419,Christmas with the Kranks,3,2004
4709,5976,0420332,Veer-Zaara,3,2004
4710,5988,0367110,Swades,3,2004
4711,6008,0364751,Without a Paddle,3,2004
4712,6070,0431340,Puppet Master vs Demonic Toys,3,2004
4713,6077,0318403,"Lion King 1 1/2, The",1,2004
4714,6257,0304377,Mango Kiss,3,2004
4715,6312,0426955,Barbie as the Princess and the Pauper,3,2004
4716,6700,0337697,"Prince and Me, The",1,2004
4717,6739,0459175,All the Ships at Sea,3,2004
4718,6748,0411705,9 Songs,0,2004
4719,6842,0348593,"Door in the Floor, The",1,2004
4720,6907,0476680,Naruto the Movie: Ninja Clash in the Land of Snow,3,2004
4721,6923,0369702,"Sea Inside, The",3,2004
4722,7119,0419677,Dead Man&#39;s Shoes,1,2004
4723,7145,0364961,"Assassination of Richard Nixon, The",1,2004
4724,7234,0390450,Blessed,3,2004
4725,7206,0403703,Yu-Gi-Oh!: The Movie,0,2004
4726,7342,0374180,Romasanta,2,2004
4727,7471,0368658,Stage Beauty,2,2004
4728,7478,0345950,"SpongeBob SquarePants Movie, The",3,2004
4729,7602,0368975,Sleepover,3,2004
4730,7612,0328400,A Separate Peace,0,2004
4731,7617,0384369,Before the Fall,1,2004
4732,7639,0372334,House of D,1,2004
4733,7648,0297284,Mindhunters,1,2004
4734,7653,0317042,One Point O,1,2004
4735,7668,0338096,Dirty Dancing: Havana Nights,3,2004
4736,7790,0330793,"Punisher, The",1,2004
4737,7926,0359013,Blade: Trinity,3,2004
4738,7944,0408777,"Edukators, The",3,2004
4739,8132,0335345,"Passion of the Christ, The",3,2004
4740,8545,0370919,Magyar vandor,0,2004
4741,8546,0379071,Stop Mom Theresa!,2,2004
4742,8680,0349260,In my country,3,2004
4743,8610,0415855,Hotel,3,2004
4744,8888,0330588,MXP: Most Extreme Primate,1,2004
4745,8959,0410696,Stuck in the Suburbs,3,2004
4746,9120,0367085,Soul Plane,3,2004
4747,9191,0435286,Pokemon the Movie: Destiny Deoxys,1,2004
4748,9323,0351977,Walking Tall,1,2004
4749,9363,0360779,Marseille,3,2004
4750,9425,0384116,G.O.R.A.,2,2004
4751,9480,0361467,Confessions of Teenage Drama Queen,3,2004
4752,9509,0372832,Skeleton Man,3,2004
4753,9527,0356150,EuroTrip,1,2004
4754,9685,0421051,Daniel the Wizard,1,2004
4755,9960,0459449,M. Kumaran S/O Mahalakshmi,2,2004
4756,10362,0334541,Tremors 4: The Legend Begins,3,2004
4757,10383,0167456,Thunderbirds,3,2004
4758,10602,0439533,Dead Leaves,3,2004
4759,10636,0435434,Swing Girls,3,2004
4760,10736,0356634,Garfield,0,2004
4761,10744,0423849,Balto III: Wings of Change,3,2004
4762,10865,0318462,"Motorcycle Diaries, The",1,2004
4763,10895,0395169,Hotel Rwanda,2,2004
4764,10959,0365957,You Got Served,3,2004
4765,11061,0387575,Seed of Chucky,3,2004
4766,21,0425357,"Pleasure Drivers, The",3,2005
4767,23,0448179,Wild Things: Diamonds in the Rough,3,2005
4768,40,0372784,Batman Begins,1,2005
4769,67,0401792,Sin City,3,2005
4770,76,0371724,"Hitchhiker&#39;s Guide to the Galaxy, The",1,2005
4771,89,0434409,V for Vendetta,3,2005
4772,99,0358082,Robots,1,2005
4773,168,0358273,Walk the Line,3,2005
4774,204,0379786,Serenity,3,2005
4775,218,0398712,Assault on Precinct 13,3,2005
4776,229,0373469,Kiss Kiss Bang Bang,1,2005
4777,250,0418763,Jarhead,0,2005
4778,262,0407265,Transamerica,3,2005
4779,328,0400497,Herbie Fully Loaded,3,2005
4780,330,0424205,Joyeux No&euml;l,0,2005
4781,364,0418773,Junebug,3,2005
4782,378,0331933,Man of the House,3,2005
4783,379,0435625,"Descent, The",3,2005
4784,414,0427944,Thank You for Smoking,1,2005
4785,415,0424136,Hard Candy,3,2005
4786,420,0433383,"Good Night, and Good Luck.",1,2005
4787,461,0382077,Hide and Seek,3,2005
4788,517,0399201,"Island, The",3,2005
4789,561,0393109,Brick,1,2005
4790,604,0435623,Conversations with Other Women,0,2005
4791,674,0121766,Star Wars: Episode III - Revenge of the Sith,1,2005
4792,685,0240200,Water,3,2005
4793,706,0360717,King Kong,0,2005
4794,719,0421994,Imagine Me &amp;amp; You,3,2005
4795,735,0451094,Chinjeolhan geumjassi,3,2005
4796,756,0395972,North Country,3,2005
4797,788,0380599,Oliver Twist,1,2005
4798,816,0405422,"40 Year Old Virgin, The",3,2005
4799,825,0397101,"Skeleton Key, The",3,2005
4800,865,0412019,Broken Flowers,3,2005
4801,914,0402894,Casanova,3,2005
4802,1018,0478160,Into Great Silence,0,2005
4803,1044,0426578,Sophie Scholl - Die letzten Tage,3,2005
4804,1059,0386140,"Legend of Zorro, The",1,2005
4805,1072,0407304,War of the Worlds,3,2005
4806,1074,0385307,Miss Congeniality 2: Armed &amp; Fabulous,3,2005
4807,1470,0363771,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",3,2005
4808,1422,0417658,Factotum,1,2005
4809,1425,0432348,Saw II,3,2005
4810,1275,0473753,Angel-A,0,2005
4811,1149,0419706,Doom,1,2005
4812,1150,0320661,Kingdom of Heaven,0,2005
4813,1587,0422778,"Muppets&#39; Wizard of Oz, The",3,2005
4814,1532,0402399,"New World, The",3,2005
4815,1496,0424287,"Mostly Unfabulous Social Life of Ethan Green, The",3,2005
4816,1390,0121164,Corpse Bride,3,2005
4817,1396,0425123,Just Like Heaven,3,2005
4818,1627,0402022,AEon Flux,3,2005
4819,1642,0387131,"Constant Gardener, The",3,2005
4820,1644,0439817,"Sun, The",0,2005
4821,1656,0388125,In Her Shoes,3,2005
4822,1729,0367089,"Squid and the Whale, The",2,2005
4823,1753,0348333,Waiting...,3,2005
4824,1761,0456912,A Bittersweet Life (Dalkomhan insaeng),2,2005
4825,1819,0405325,Sky High,3,2005
4826,1872,0366627,"Jacket, The",2,2005
4827,1907,0424774,"Adventures of Sharkboy and Lavagirl 3-D, The",1,2005
4828,1913,0342258,Danny the dog,1,2005
4829,1922,0403508,"Sisterhood of the Traveling Pants, The",3,2005
4830,1951,0421229,Mrs Palfrey at The Claremont,3,2005
4831,2024,0478988,"Call of Cthulhu, The",0,2005
4832,2037,0388795,Brokeback Mountain,2,2005
4833,2072,0399295,Lord of War,2,2005
4834,2233,0415978,Me and You and Everyone We Know,3,2005
4835,2254,1016268,Enron: The Smartest Guys in the Room,1,2005
4836,2270,0396269,Wedding Crashers,3,2005
4837,2290,0421239,Red Eye,3,2005
4838,2291,0338427,Shopgirl,2,2005
4839,2292,0421054,Domino,3,2005
4840,2293,0434124,Kinky Boots,3,2005
4841,2334,0330373,Harry Potter and the Goblet of Fire,1,2005
4842,2351,0352248,Cinderella Man,2,2005
4843,2369,0471834,Nana,3,2005
4844,2398,0361693,Happy Endings,3,2005
4845,2412,0294870,Rent,3,2005
4846,2417,0367594,Charlie and the Chocolate Factory,3,2005
4847,2458,0474361,Sisters in Law,3,2005
4848,2509,0408790,Flightplan,3,2005
4849,2511,0369994,Strangers with Candy,3,2005
4850,2518,0369441,Fun with Dick and Jane,3,2005
4851,2522,0382628,Dark Water,3,2005
4852,2541,0120667,Fantastic Four,1,2005
4853,2559,0423409,Tristram Shandy: A Cock and Bull Story,2,2005
4854,2568,0357110,"Ballad of Jack and Rose, The",3,2005
4855,2575,0393162,Coach Carter,3,2005
4856,2603,0423651,Fingersmith,3,2005
4857,2630,0410764,Tideland,3,2005
4858,2687,0342272,Dear Wendy,1,2005
4859,2739,0443536,Hoodwinked!,3,2005
4860,2933,0420015,Nine Lives,3,2005
4861,3046,0402158,L&#39;empire des loups,3,2005
4862,3053,0385700,Final Fantasy VII: Advent Children,3,2005
4863,3149,0351283,Madagascar,0,2005
4864,3184,0446719,Isolation,1,2005
4865,3237,0397535,Memoirs of a Geisha,3,2005
4866,3246,0410097,Hustle &amp; Flow,3,2005
4867,3266,0366780,MirrorMask,3,2005
4868,3430,0377107,Proof,3,2005
4869,3619,0356910,Mr. &amp; Mrs. Smith,2,2005
4870,3628,0395584,"Devil&#39;s Rejects, The",3,2005
4871,3631,0435665,House of the Dead 2,3,2005
4872,3660,0377109,"Ring Two, The",3,2005
4873,3677,0396652,Ice Princess,3,2005
4874,3697,0360486,Constantine,1,2005
4875,3698,0450278,Hostel,1,2005
4876,3727,0443295,"Yours, Mine and Ours",3,2005
4877,3767,0372532,"Wedding Date, The",3,2005
4878,3843,0441041,Legion of the Dead,3,2005
4879,3991,0379725,Capote,3,2005
4880,3995,0388500,Beauty Shop,3,2005
4881,4039,0450982,Barbie: Fairytopia,3,2005
4882,4077,0416320,Match Point,3,2005
4883,4113,0386588,Hitch,2,2005
4884,4118,0408961,Kids in America,3,2005
4885,4150,0417001,Must Love Dogs,2,2005
4886,4171,0448120,Single White Female 2: The Psycho,3,2005
4887,4178,0417385,Twelve and Holding,3,2005
4888,4218,0383222,BloodRayne,3,2005
4889,4229,0398375,Rumor Has It...,3,2005
4890,4233,0382992,Stealth,1,2005
4891,4234,0473105,Vampire Bats,3,2005
4892,4254,0414387,Pride and Prejudice,3,2005
4893,4339,0415833,Hate Crime,2,2005
4894,4352,0492571,Bratz: Rock Angelz,3,2005
4895,5455,0421238,"Proposition, The",1,2005
4896,4386,0432291,"Fog, The",3,2005
4897,4454,0372122,Adam &amp; Steve,3,2005
4898,4518,0408306,Munich,1,2005
4899,4528,0404032,"Exorcism of Emily Rose, The",3,2005
4900,4593,0374536,Bewitched,3,2005
4901,4629,0419294,"Three Burials of Melquiades Estrada, The",3,2005
4902,4648,0421528,20 centimetros,3,2005
4903,4676,0257516,Cursed,3,2005
4904,4724,0445620,Paradise Now,1,2005
4905,4688,0384806,"Amityville Horror, The",3,2005
4906,4711,0362165,Son of the Mask,1,2005
4907,4718,0489134,Last Order: Final Fantasy VII,0,2005
4908,4747,0439478,Boynton Beach Club,3,2005
4909,4761,0422015,Le couperet,3,2005
4910,4769,0375210,White Noise,1,2005
4911,4783,0369053,Separate Lies,1,2005
4912,4798,0444653,Keeping Mum,3,2005
4913,4795,0388482,Transporter 2,1,2005
4914,4834,0419773,Gespenster,3,2005
4915,4961,0418455,Adam&#39;s Apples,0,2005
4916,4968,0357507,Boogeyman,2,2005
4917,4992,0449092,Rings,1,2005
4918,5012,0428038,Sweet Land,3,2005
4919,5030,0423382,Tjenare kungen,3,2005
4920,5046,0415679,Boy Eats Girl,2,2005
4921,5051,0349349,Die You Zombie Bastards!,1,2005
4922,5059,0415167,Mortuary,3,2005
4923,5103,0355702,Lords of Dogtown,2,2005
4924,5112,0406375,Zathura: A Space Adventure,0,2005
4925,5166,0480345,Barbie and the Magic of Pegasus,3,2005
4926,5178,0420509,"Aura, The",1,2005
4927,5252,0457489,Star Wars: Revelations,3,2005
4928,5302,0361089,Valiant,1,2005
4929,5372,0455577,Turtles Are Surprisingly Fast Swimmers,3,2005
4930,5395,0466405,Gekijoban XXXHolic Manatsu no yoru no yume,3,2005
4931,5463,0451957,Urban Legends: Bloody Mary,3,2005
4932,5498,0384573,Swimmers,3,2005
4933,5524,0368222,Romance &amp; Cigarettes,3,2005
4934,5547,0478976,Bad Reputation,3,2005
4935,5697,0401085,C.R.A.Z.Y.,3,2005
4936,5747,0422272,Fr&aacute;giles (Fragile),3,2005
4937,5800,0399146,A History of Violence,3,2005
4938,5886,0451966,"Violin, The",1,2005
4939,6014,0411195,Breakfast on Pluto,3,2005
4940,6121,0456630,Rinne,3,2005
4941,6170,0432325,Die Hohle des gelben Hundes,3,2005
4942,6212,0406158,"Prize Winner of Defiance, Ohio, The",3,2005
4943,6403,0398165,"Longest Yard, The",1,2005
4944,6414,0451829,Funky Forest: The First Contact,3,2005
4945,6485,0412922,Little Manhattan,3,2005
4946,6503,0395699,"Pacifier, The",3,2005
4947,6568,0397065,House of Wax,2,2005
4948,6575,0369735,Monster-in-Law,0,2005
4949,6640,0357277,Elektra,3,2005
4950,7075,0441761,Free Zone,3,2005
4951,7184,0443231,Rofuto,3,2005
4952,7193,0371606,Chicken Little,1,2005
4953,7198,0416315,Wolf Creek,3,2005
4954,7248,0468795,Linda Linda Linda,3,2005
4955,7256,0413573,Grey&#39;s Anatomy,0,2005
4956,7266,0756522,Little Einsteins,1,2005
4957,7390,0475169,13 Tzameti,1,2005
4958,7396,0438575,West Bank Story,1,2005
4959,7529,0380623,"Perfect Man, The",3,2005
4960,7539,0430105,Four Brothers,1,2005
4961,7625,0384286,Cry_Wolf,3,2005
4962,8139,0401398,Kronk&#39;s New Groove,3,2005
4963,8390,0395251,"Producers, The",0,2005
4964,8415,0467421,Twitches,1,2005
4965,8453,0382810,Little Fish,3,2005
4966,8476,0373450,Where the Truth Lies,3,2005
4967,8519,0411098,All the Invisible Children,3,2005
4968,8532,0371257,Stay,1,2005
4969,8537,0414951,"Quiet, The",3,2005
4970,8544,0402115,Just Sex and Nothing Else,2,2005
4971,8550,0401385,Say Uncle,2,2005
4972,8664,0418239,Tickets,0,2005
4973,8908,0368709,Elizabethtown,3,2005
4974,9092,0312004,Wallace &amp; Gromit: The Curse of the Were-Rabbit,1,2005
4975,9139,0428856,La moustache,2,2005
4976,9550,0431641,Azumi 2: Death or Love,3,2005
4977,9745,0377309,Survival Island,2,2005
4978,9959,0449869,Chandramukhi,2,2005
4979,10312,0393685,Santa&#39;s Slay,3,2005
4980,10336,0422093,Tyler Perry&#146;s Diary of a mad black woman,3,2005
4981,10422,0356680,"Family Stone, The",3,2005
4982,10836,0452598,Cheaper by the Dozen 2,2,2005
4983,10891,0385002,Green Street Hooligans,0,2005
4984,11050,0365485,THE MATADOR,1,2005
4985,11139,0396752,Nanny McPhee,0,2005
4986,11182,0406046,"Magic of Ordinary Days, The",3,2005
4987,11304,0365885,"Upside of Anger, The",3,2005
4988,10,0387808,Idiocracy,1,2006
4989,144,0458352,"Devil Wears Prada, The",3,2006
4990,167,0383574,Pirates of the Caribbean: Dead Man&#39;s Chest,2,2006
4991,171,0472160,Penelope,3,2006
4992,198,0454921,"Pursuit of Happyness, The",0,2006
4993,215,0457939,"Holiday, The",3,2006
4994,221,0381061,Casino Royale,1,2006
4995,224,0284363,I Served the King of England,1,2006
4996,284,0443455,Brand Upon The Brain!,3,2006
4997,289,0479884,Crank,0,2006
4998,290,0422720,Marie Antoinette,3,2006
4999,317,0376994,X-Men: The Last Stand,3,2006
5000,332,0206634,Children of Men,3,2006
5001,366,0441909,Volver,3,2006
5002,370,0416496,Bandidas,3,2006
5003,372,0477095,Starter for 10,2,2006
5004,416,0477347,Night at the Museum,3,2006
5005,421,0457430,El laberinto del fauno (Pan's Labyrinth),3,2006
5006,521,0404203,Little Children,3,2006
5007,530,0907657,Once,2,2006
5008,559,0420223,Stranger Than Fiction,3,2006
5009,603,0492481,Puccini for Beginners,3,2006
5010,615,0437800,Akeelah and the Bee,3,2006
5011,627,0454945,She&#39;s the Man,3,2006
5012,648,0449059,Little Miss Sunshine,3,2006
5013,650,0460732,Caffeine,3,2006
5014,653,0499537,Offside,3,2006
5015,725,0460989,"Wind That Shakes the Barley, The",1,2006
5016,736,0454776,Amazing Grace,1,2006
5017,762,0490822,Bring It On: All or Nothing,3,2006
5018,791,0405094,Das Leben Der Anderen,0,2006
5019,793,0384537,Silent Hill,3,2006
5020,830,0389557,Zwartboek,3,2006
5021,893,0443543,"Illusionist, The",0,2006
5022,920,0483726,Man of the Year,1,2006
5023,921,0460829,Inland Empire,3,2006
5024,923,0779982,Black Sheep,1,2006
5025,934,0859765,Still Life (Sanxia haoren),2,2006
5026,938,0408985,Last Holiday,3,2006
5027,976,0435706,Nina&#39;s Heavenly Delights,3,2006
5028,1022,0479917,For the Love of a Child,3,2006
5029,1189,0783238,"Dead Girl, The",3,2006
5030,1347,0380066,"Woods, The",3,2006
5031,1558,0463034,"You, Me and Dupree",1,2006
5032,1481,0435680,Kidulthood,3,2006
5033,1302,0493430,Jackass Number Two,1,2006
5034,1415,0407887,"Departed, The",1,2006
5035,1605,0832958,On the Trail of Igor Rizzi,0,2006
5036,1505,0934427,Liu hao chukou (Exit No. 6),3,2006
5037,1271,0416449,300,0,2006
5038,1102,0436331,Friends with Money,3,2006
5039,1138,0425210,Lucky Number Slevin,1,2006
5040,1147,0449010,Eragon,1,2006
5041,1152,0364955,Art School Confidential,3,2006
5042,1523,0375785,Gray Matters,3,2006
5043,1442,0367027,Shortbus,3,2006
5044,1596,0447854,Bambi II,1,2006
5045,1449,0460792,Fast Food Nation,3,2006
5046,1581,0438097,Ice Age: The Meltdown,1,2006
5047,1542,0446442,A Few Days in September,3,2006
5048,1489,0460721,"Big Bad Swim, The",3,2006
5049,1412,0436697,"Queen, The",3,2006
5050,1615,0470765,For Your Consideration,3,2006
5051,1665,0430634,Stick It,3,2006
5052,1702,0439815,Slither,3,2006
5053,1719,0473514,Mulberry Street,1,2006
5054,1811,0475394,Smokin&#39; Aces,3,2006
5055,1853,0383060,Zoom,3,2006
5056,1864,0851578,Paprika,3,2006
5057,1873,0454082,Black Christmas,3,2006
5058,1878,0808506,Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),3,2006
5059,1888,0396171,Perfume: The Story of a Murderer,3,2006
5060,1894,0417148,Snakes on a Plane,3,2006
5061,1898,0482546,Miss Potter,3,2006
5062,1910,0439289,Running with Scissors,3,2006
5063,1927,0405336,Southland Tales,3,2006
5064,1937,0414993,"Fountain, The",3,2006
5065,1946,0317219,Cars,1,2006
5066,2002,0831888,Tekkon kinkurito,0,2006
5067,2026,0457510,Nacho Libre,0,2006
5068,2036,0482571,"Prestige, The",1,2006
5069,2057,0855729,Times and Winds,3,2006
5070,2089,0454848,Inside Man,3,2006
5071,2117,0466665,"Architect, The",3,2006
5072,2199,0768116,Hula Girls,3,2006
5073,2260,0464061,I&#39;m Reed Fish,2,2006
5074,2277,0487195,Bonneville,3,2006
5075,2297,0417614,Dreamland,3,2006
5076,2339,0473488,A Guide to Recognizing Your Saints,1,2006
5077,2340,0343737,"Good Shepherd, The",0,2006
5078,2359,0468489,Half Nelson,3,2006
5079,2360,0405296,A Scanner Darkly,1,2006
5080,2405,0487503,"Page Turner, The",3,2006
5081,2498,0465551,Notes on a Scandal,3,2006
5082,2525,0420087,A Prairie Home Companion,3,2006
5083,2527,0460791,"Fall, The",3,2006
5084,2532,0370032,Ultraviolet,1,2006
5085,2538,0406816,"Guardian, The",1,2006
5086,2566,0462309,"Gigolos, The",1,2006
5087,2570,0888019,Five Across the Eyes,3,2006
5088,2572,0479647,"Bon Cop, Bad Cop",1,2006
5089,2579,0758794,We Are Marshall,1,2006
5090,2580,0498380,Letters from Iwo Jima,1,2006
5091,2598,0451176,Quinceanera,3,2006
5092,2610,0457655,After the Wedding,2,2006
5093,2615,0454931,Requiem,3,2006
5094,2616,0477139,Wristcutters: A Love Story,1,2006
5095,2713,0816520,Return To Halloweentown,3,2006
5096,2800,0429727,Il caimano (The Caiman),3,2006
5097,2802,0497137,"I&#39;m a Cyborg, But That&#39;s OK",3,2006
5098,2898,0354899,"Science of Sleep, The",3,2006
5099,2900,0489010,A Crime,1,2006
5100,2932,0473074,"Gymnast, The",3,2006
5101,2941,0424345,Clerks II,3,2006
5102,2980,0772154,Apart From That,3,2006
5103,3005,0464049,"History Boys, The",1,2006
5104,3014,0804513,Rainbow Song,3,2006
5105,3018,0461612,Warau Mikaeru,3,2006
5106,3051,0473444,Curse of the Golden Flower,2,2006
5107,3054,0401711,Paris je t&#39;aime,3,2006
5108,3080,0478724,I Do,3,2006
5109,3127,0876294,"Zombie Diaries, The",3,2006
5110,3168,0493459,This Film Is Not Yet Rated,3,2006
5111,3193,0818940,Love &amp; Suicide,3,2006
5112,3199,0433412,Material Girls,3,2006
5113,3326,0417225,Idlewild,3,2006
5114,3335,0429591,Aquamarine,3,2006
5115,3460,0446046,Take the Lead,3,2006
5116,3465,0769508,In Paris,1,2006
5117,3571,0455967,John Tucker Must Die,3,2006
5118,3643,0433386,"Grudge 2, The",3,2006
5119,3661,0385880,Monster House,3,2006
5120,3760,0471030,Red Road,3,2006
5121,3769,0405508,Rang De Basanti,3,2006
5122,3784,0429589,"Ant Bully, The",2,2006
5123,3785,0765458,Hogfather,3,2006
5124,3786,0400717,Open Season,1,2006
5125,3812,0424095,Flushed Away,0,2006
